Name,Outcode,Price per month,Price per bedroom per month,Price per bedroom per year,No. bedrooms,Distance from LSE,Crime No.,LSE accommodation
room in a shared flat,N1,1000,1000.0,12000.0,4,3.39,1642,False
1 bed flat,NW1,2400,2400.0,28800.0,1,3.39,1439,False
3 bed flat,SE1,3650,1216.6666666666667,14600.0,3,3.4,1715,False
2 bed flat,SW8,4600,2300.0,27600.0,2,3.4,1211,False
2 bed flat,E1,3200,1600.0,19200.0,2,3.4,2189,False
studio flat,SW1V,1300,1300.0,15600.0,1,3.41,1530,False
1 bed flat,W1H,3033,3033.0,36396.0,1,3.41,2255,False
studio flat,NW1,1955,1955.0,23460.0,1,3.41,1736,False
room in a shared flat,E2,1278,1278.0,15336.0,5,3.42,2458,False
room in a shared flat,E1,1100,1100.0,13200.0,3,3.42,2714,False
studio flat,SW1V,1885,1885.0,22620.0,1,3.42,1535,False
2 bed flat,SW1X,5000,2500.0,30000.0,2,3.43,1552,False
4 bed flat,NW1,4767,1191.75,14301.0,4,3.43,2164,False
2 bed flat,N1,2800,1400.0,16800.0,2,3.43,1484,False
room in a shared flat,SW1V,700,700.0,8400.0,1,3.43,1545,False
4 bed flat,NW1,5633,1408.25,16899.0,4,3.44,2161,False
room in a shared flat,SE11,850,850.0,10200.0,4,3.44,1297,False
room in a shared flat,SW1V,1280,1280.0,15360.0,5,3.44,1499,False
room in a shared house,SW1V,1280,1280.0,15360.0,5,3.44,1499,False
room in a shared flat,SW1V,1150,1150.0,13800.0,5,3.44,1499,False
room in a shared flat,SW1V,1083,1083.0,12996.0,4,3.44,1490,False
studio flat,SW3,5000,5000.0,60000.0,1,3.44,1552,False
1 bed flat,SW1X,4767,4767.0,57204.0,1,3.46,1537,False
studio flat,E1,1538,1538.0,18456.0,1,3.46,2466,False
2 bed penthouse,SE1,2995,1497.5,17970.0,2,3.47,1703,False
2 bed penthouse,SW1V,4500,2250.0,27000.0,2,3.47,1501,False
studio flat,NW1,1343,1343.0,16116.0,1,3.47,1543,False
2 bed flat,E1,3033,1516.5,18198.0,2,3.47,2158,False
1 bed flat,E1,2708,2708.0,32496.0,1,3.47,2155,False
1 bed flat,E1,1890,1890.0,22680.0,1,3.47,2354,False
2 bed flat,NW1,2000,1000.0,12000.0,2,3.47,2050,False
room in a shared flat,W2,1550,1550.0,18600.0,3,3.47,2198,False
1 bed flat,SW1V,2730,2730.0,32760.0,1,3.48,1500,False
2 bed flat,E1W,3680,1840.0,22080.0,2,3.48,2099,False
room in a shared flat,SE17,900,900.0,10800.0,4,3.48,1765,False
room in a shared house,SE17,850,850.0,10200.0,4,3.48,1765,False
room in a shared house,SE17,850,850.0,10200.0,4,3.48,1765,False
1 bed flat,NW1,2300,2300.0,27600.0,1,3.48,2187,False
studio flat,NW1,1343,1343.0,16116.0,1,3.49,1528,False
studio flat,NW1,1213,1213.0,14556.0,1,3.49,1528,False
2 bed flat,E1W,3467,1733.5,20802.0,2,3.49,2068,False
2 bed flat,NW1,5500,2750.0,33000.0,2,3.49,2160,False
3 bed maisonette,N7,3400,1133.3333333333333,13600.0,3,3.49,2041,False
room in a shared house,SW1V,1150,1150.0,13800.0,3,3.49,1526,False
room in a shared flat,SW1V,1150,1150.0,13800.0,4,3.49,1526,False
1 bed flat,NW1,2250,2250.0,27000.0,1,3.5,2192,False
1 bed flat,NW1,2300,2300.0,27600.0,1,3.5,2192,False
2 bed flat,E1,2000,1000.0,12000.0,2,3.51,2218,False
2 bed flat,SW8,5600,2800.0,33600.0,2,3.51,1278,False
1 bed flat,SW8,3250,3250.0,39000.0,1,3.51,1192,False
1 bed flat,E1,1750,1750.0,21000.0,1,3.51,2290,False
room in a shared flat,N1,1000,1000.0,12000.0,3,3.52,2127,False
room in a shared flat,N1,1200,1200.0,14400.0,3,3.52,2127,False
2 bed flat,NW1,1800,900.0,10800.0,2,3.52,1726,False
studio flat,NW1,1550,1550.0,18600.0,1,3.52,1461,False
2 bed flat,E1W,3490,1745.0,20940.0,2,3.52,2062,False
studio flat,NW1,2100,2100.0,25200.0,1,3.52,2015,False
1 bed flat,E1,3000,3000.0,36000.0,1,3.53,2278,False
room in a shared flat,E1W,1560,1560.0,18720.0,3,3.53,2049,False
1 bed flat,W2,2600,2600.0,31200.0,1,3.53,2295,False
2 bed maisonette,NW1,3750,1875.0,22500.0,2,3.54,1904,False
studio flat,SW1V,1800,1800.0,21600.0,1,3.54,1516,False
1 bed flat,NW1,2500,2500.0,30000.0,1,3.54,1965,False
room in a shared flat,NW1,1354,1354.0,16248.0,2,3.54,1731,False
2 bed flat,NW1,3010,1505.0,18060.0,2,3.55,1339,False
2 bed flat,NW1,2750,1375.0,16500.0,2,3.55,1662,False
1 bed flat,SW8,4637,4637.0,55644.0,1,3.55,1175,False
room in a shared house,SE17,800,800.0,9600.0,4,3.55,1526,False
2 bed flat,NW1,3000,1500.0,18000.0,2,3.55,1360,False
2 bed flat,SW1V,2498,1249.0,14988.0,2,3.56,1515,False
1 bed flat,E2,1950,1950.0,23400.0,1,3.57,2759,False
3 bed flat,E2,2100,700.0,8400.0,3,3.57,2426,False
3 bed flat,N1,2400,800.0,9600.0,3,3.57,2051,False
3 bed flat,SW1V,2900,966.6666666666666,11600.0,3,3.57,1501,False
1 bed flat,NW1,1387,1387.0,16644.0,1,3.58,1351,False
1 bed flat,NW1,1473,1473.0,17676.0,1,3.58,1351,False
2 bed flat,N1,2500,1250.0,15000.0,2,3.58,2057,False
3 bed flat,W2,5417,1805.6666666666667,21668.0,3,3.58,2355,False
2 bed flat,E1,3600,1800.0,21600.0,2,3.59,1985,False
room in a shared flat,E1,1500,1500.0,18000.0,2,3.59,1985,False
2 bed penthouse,SW8,3500,1750.0,21000.0,2,3.59,1178,False
5 bed flat,NW1,6500,1300.0,15600.0,5,3.59,1250,False
2 bed flat,NW1,2500,1250.0,15000.0,2,3.59,1956,False
2 bed flat,SW8,8000,4000.0,48000.0,2,3.59,1195,False
1 bed flat,W2,2000,2000.0,24000.0,1,3.6,2101,False
room in a shared flat,SW8,995,995.0,11940.0,3,3.61,1146,False
2 bed flat,W2,2000,1000.0,12000.0,2,3.61,2089,False
2 bed flat,SW8,5500,2750.0,33000.0,2,3.62,1190,False
room in a shared house,E1,850,850.0,10200.0,1,3.62,2329,False
2 bed flat,W2,3500,1750.0,21000.0,2,3.63,2096,False
1 bed flat,NW1,3500,3500.0,42000.0,1,3.63,1267,False
bedsit,E2,1500,1500.0,18000.0,1,3.63,2727,False
2 bed flat,E1W,3900,1950.0,23400.0,2,3.64,1983,False
1 bed flat,NW1,2300,2300.0,27600.0,1,3.64,1293,False
3 bed flat,E1,2600,866.6666666666666,10400.0,3,3.64,2325,False
1 bed flat,E1,1850,1850.0,22200.0,1,3.64,2066,False
studio flat,E1,1750,1750.0,21000.0,1,3.64,2214,False
1 bed flat,NW1,2500,2500.0,30000.0,1,3.65,1989,False
2 bed flat,E1W,3467,1733.5,20802.0,2,3.65,1935,False
studio flat,E1W,2557,2557.0,30684.0,1,3.65,1935,False
room in a shared flat,W2,1300,1300.0,15600.0,4,3.66,2050,False
2 bed flat,E1,2395,1197.5,14370.0,2,3.66,2582,False
studio flat,NW1,1850,1850.0,22200.0,1,3.66,1446,False
4 bed terraced house,E1,4875,1218.75,14625.0,4,3.66,2291,False
1 bed flat,E2,2000,2000.0,24000.0,1,3.67,2221,False
1 bed flat,N7,2150,2150.0,25800.0,1,3.67,1365,False
2 bed flat,N7,2550,1275.0,15300.0,2,3.67,1365,False
2 bed flat,E1,2600,1300.0,15600.0,2,3.67,1968,False
1 bed flat,E1W,1650,1650.0,19800.0,1,3.68,1747,False
room in a shared flat,E1,1000,1000.0,12000.0,3,3.68,1948,False
1 bed flat,E1,3500,3500.0,42000.0,1,3.68,2077,False
1 bed flat,N7,1925,1925.0,23100.0,1,3.68,1343,False
room in a shared flat,E1W,800,800.0,9600.0,3,3.68,1624,False
1 bed flat,SW11,3600,3600.0,43200.0,1,3.68,1159,False
2 bed terraced house,W2,3750,1875.0,22500.0,2,3.69,2037,False
room in a shared flat,NW8,1200,1200.0,14400.0,3,3.69,1732,False
room in a shared flat,NW8,1100,1100.0,13200.0,3,3.69,1732,False
room in a shared flat,NW8,1150,1150.0,13800.0,3,3.69,1732,False
room in a shared flat,NW8,1200,1200.0,14400.0,3,3.69,1732,False
room in a shared flat,NW8,1100,1100.0,13200.0,3,3.69,1732,False
1 bed flat,SW1W,2800,2800.0,33600.0,1,3.69,1387,False
3 bed flat,SW8,4750,1583.3333333333333,19000.0,3,3.69,1146,False
1 bed flat,N7,1750,1750.0,21000.0,1,3.7,1432,False
room in a shared house,E2,750,750.0,9000.0,5,3.7,2171,False
room in a shared flat,E2,770,770.0,9240.0,4,3.7,2247,False
2 bed flat,E2,3467,1733.5,20802.0,2,3.7,2378,False
1 bed flat,SW8,2687,2687.0,32244.0,1,3.7,1152,False
1 bed penthouse,SE16,2300,2300.0,27600.0,1,3.7,1425,False
studio flat,SW11,2900,2900.0,34800.0,1,3.72,1149,False
1 bed flat,NW1,2800,2800.0,33600.0,1,3.73,1770,False
room in a shared flat,E2,1000,1000.0,12000.0,3,3.73,2702,False
room in a shared flat,E2,1000,1000.0,12000.0,3,3.73,2702,False
room in a shared flat,E2,1000,1000.0,12000.0,3,3.73,2702,False
2 bed flat,SW1X,5460,2730.0,32760.0,2,3.73,1494,False
1 bed flat,SW1W,3250,3250.0,39000.0,1,3.74,1390,False
studio flat,SW1W,2100,2100.0,25200.0,1,3.74,1390,False
3 bed flat,E1W,3650,1216.6666666666667,14600.0,3,3.74,1851,False
3 bed penthouse,E1W,3950,1316.6666666666667,15800.0,3,3.74,1851,False
1 bed flat,SW8,3400,3400.0,40800.0,1,3.74,1135,False
6 bed semi-detached house,SE5,5300,883.3333333333334,10600.0,6,3.75,1398,False
2 bed flat,E1,2100,1050.0,12600.0,2,3.75,2398,False
3 bed flat,E1,3000,1000.0,12000.0,3,3.75,2071,False
2 bed flat,SW8,2200,1100.0,13200.0,2,3.76,1129,False
1 bed flat,SW1W,3467,3467.0,41604.0,1,3.76,1375,False
2 bed flat,N1,2800,1400.0,16800.0,2,3.77,1799,False
1 bed flat,NW1,2000,2000.0,24000.0,1,3.77,1947,False
room in a shared house,N7,850,850.0,10200.0,4,3.77,1614,False
room in a shared house,NW8,900,900.0,10800.0,7,3.78,1618,False
2 bed flat,E1,2350,1175.0,14100.0,2,3.78,2566,False
3 bed flat,E1,3500,1166.6666666666667,14000.0,3,3.79,2143,False
2 bed semi-detached house,N7,3198,1599.0,19188.0,2,3.79,1317,False
2 bed flat,E1W,3799,1899.5,22794.0,2,3.8,1698,False
room in a shared flat,SE17,750,750.0,9000.0,1,3.8,1494,False
3 bed flat,W2,5178,1726.0,20712.0,3,3.81,2008,False
room in a shared flat,NW8,1230,1230.0,14760.0,5,3.81,1660,False
room in a shared flat,NW8,850,850.0,10200.0,4,3.81,1660,False
3 bed flat,N1,4300,1433.3333333333333,17200.0,3,3.82,1382,False
1 bed flat,NW1,1750,1750.0,21000.0,1,3.82,1396,False
room in a shared flat,SE5,1278,1278.0,15336.0,4,3.82,1426,False
1 bed flat,SW11,2925,2925.0,35100.0,1,3.83,1139,False
2 bed flat,N7,2500,1250.0,15000.0,2,3.83,1266,False
2 bed flat,E2,2297,1148.5,13782.0,2,3.83,2600,False
1 bed flat,N7,1450,1450.0,17400.0,1,3.84,1469,False
room in a shared flat,NW8,850,850.0,10200.0,4,3.84,1602,False
room in a shared flat,NW8,850,850.0,10200.0,4,3.84,1602,False
room in a shared flat,NW8,850,850.0,10200.0,4,3.84,1602,False
room in a shared flat,NW8,850,850.0,10200.0,4,3.84,1602,False
1 bed flat,SW8,2150,2150.0,25800.0,1,3.84,1125,False
room in a shared house,NW8,850,850.0,10200.0,4,3.84,1563,False
room in a shared flat,NW8,1150,1150.0,13800.0,5,3.84,1563,False
room in a shared flat,NW8,1230,1230.0,14760.0,5,3.84,1563,False
room in a shared flat,NW8,1150,1150.0,13800.0,5,3.84,1563,False
room in a shared flat,NW8,1150,1150.0,13800.0,5,3.84,1563,False
3 bed flat,N1,4950,1650.0,19800.0,3,3.85,1985,False
bedsit,W2,1148,1148.0,13776.0,1,3.86,1946,False
room in a shared flat,SE1,900,900.0,10800.0,3,3.87,1325,False
1 bed flat,E2,1300,1300.0,15600.0,1,3.87,2335,False
2 bed flat,NW1,2450,1225.0,14700.0,2,3.87,1625,False
3 bed terraced house,NW1,3500,1166.6666666666667,14000.0,3,3.88,1614,False
1 bed flat,NW1,4950,4950.0,59400.0,1,3.88,1386,False
room in a shared flat,SE1,900,900.0,10800.0,3,3.88,1323,False
room in a shared flat,SE1,900,900.0,10800.0,3,3.88,1323,False
room in a shared flat,SE1,900,900.0,10800.0,3,3.88,1323,False
room in a shared flat,SW8,750,750.0,9000.0,3,3.88,1129,False
1 bed flat,NW1,2000,2000.0,24000.0,1,3.88,1610,False
2 bed flat,SE5,2000,1000.0,12000.0,2,3.89,1437,False
1 bed flat,W2,2800,2800.0,33600.0,1,3.89,1967,False
2 bed flat,E8,2800,1400.0,16800.0,2,3.89,2085,False
1 bed flat,E8,1750,1750.0,21000.0,1,3.89,2069,False
2 bed flat,E8,2700,1350.0,16200.0,2,3.89,2069,False
3 bed flat,E1,2600,866.6666666666666,10400.0,3,3.89,1801,False
3 bed flat,NW1,3240,1080.0,12960.0,3,3.9,1614,False
2 bed flat,SE16,2050,1025.0,12300.0,2,3.9,1227,False
1 bed flat,NW1,1680,1680.0,20160.0,1,3.9,1390,False
2 bed flat,E1,1750,875.0,10500.0,2,3.9,1875,False
5 bed flat,NW1,5000,1000.0,12000.0,5,3.9,1615,False
2 bed flat,NW1,2708,1354.0,16248.0,2,3.91,1305,False
room in a shared house,SW9,997,997.0,11964.0,5,3.92,1445,False
3 bed flat,NW8,3850,1283.3333333333333,15400.0,3,3.92,1618,False
2 bed flat,W2,6422,3211.0,38532.0,2,3.92,1957,False
2 bed flat,SE5,2050,1025.0,12300.0,2,3.92,1339,False
room in a shared flat,SE16,860,860.0,10320.0,6,3.93,1241,False
room in a shared flat,SE16,860,860.0,10320.0,6,3.93,1241,False
room in a shared flat,SE16,780,780.0,9360.0,5,3.93,1241,False
room in a shared flat,SE16,860,860.0,10320.0,6,3.93,1241,False
room in a shared house,SE16,860,860.0,10320.0,6,3.93,1241,False
room in a shared house,SE16,860,860.0,10320.0,6,3.93,1241,False
room in a shared house,SE16,860,860.0,10320.0,6,3.93,1241,False
1 bed flat,SE16,1900,1900.0,22800.0,1,3.94,1225,False
1 bed terraced house,SW7,3250,3250.0,39000.0,1,3.94,1159,False
1 bed flat,SE16,1950,1950.0,23400.0,1,3.94,1225,False
room in a shared flat,SE16,860,860.0,10320.0,6,3.95,1227,False
2 bed flat,W2,4000,2000.0,24000.0,2,3.95,1986,False
2 bed flat,E1,2200,1100.0,13200.0,2,3.96,1772,False
2 bed flat,NW1,2750,1375.0,16500.0,2,3.97,1325,False
studio flat,N7,1647,1647.0,19764.0,1,3.97,1586,False
1 bed flat,N1,3000,3000.0,36000.0,1,3.97,1554,False
studio flat,W2,1842,1842.0,22104.0,1,3.98,1873,False
2 bed flat,E2,2600,1300.0,15600.0,2,3.99,2509,False
3 bed flat,SW11,4500,1500.0,18000.0,3,4.0,1131,False
4 bed end terrace,SW8,4500,1125.0,13500.0,4,4.0,1137,False
2 bed flat,E1,2400,1200.0,14400.0,2,4.0,2061,False
1 bed flat,SE5,3990,3990.0,47880.0,1,4.0,1388,False
2 bed flat,SW11,4000,2000.0,24000.0,2,4.0,1124,False
urbanest Westminster Bridge,SE1,1291,1291.0,11621.0,1,1.5,3219,True
College Hall,WC1E,1255,1255.0,11589.0,1,1.2,7655,True
International Hall,WC1N,1153,1153.0,10651.0,1,1.0,6247,True
Bankside House,SE1,1125,1125.0,10128.0,1,1.5,2392,True
Carr-Saunders Hall,W1T,1114,1114.0,7974.0,1,1.6,7544,True
Connaught Hall,WC1H,1185,1185.0,10945.0,1,1.3,6760,True
High Holborn Residence,WC1V,1377,1377.0,12394.0,1,0.5,7225,True
Passfield Hall,WC1H,1095,1095.0,7839.0,1,1.5,6240,True
Nutford House,W1H,1084,1084.0,10007.0,1,3.1,2803,True
Rosebery Hall,EC1R,1108,1108.0,9978.0,1,1.6,2646,True
The Garden Halls,WC1H,1209,1209.0,11167.0,1,1.6,4778,True
